id,dimension,subject,grade_level,category,subcategory,prompt_text,correct_answer,key_visual_elements,key_steps,misconception,correct_concept,boundary_type
EVB-None-ELow-K-PK-CTML-SC-042,Knowledge,none,elementary_low,K-PK,K-PK-CTML-SC,"Generate an educational video for young children about parts of a plant (roots, stem, leaves, flower). Place each text label directly next to the corresponding plant part rather than in a separate legend, demonstrating the spatial contiguity principle.",Spatial contiguity: labels placed adjacent to the corresponding visual elements reduce split-attention effect,plant diagram | roots label next to roots | stem label next to stem | leaves label next to leaves | flower label next to flower,Show plant illustration | Place root label adjacent to roots | Place stem label adjacent to stem | Place leaf label adjacent to leaves | Place flower label adjacent to flower,,,
EVB-None-ELow-K-PK-CTML-CO-043,Knowledge,none,elementary_low,K-PK,K-PK-CTML-CO,"Generate a focused educational video for young children explaining how rain forms: warm air rises, cools, water vapor condenses into droplets, droplets form clouds, and heavy droplets fall as rain. Include only essential visuals — no decorative backgrounds, cartoon characters, or background music.","Coherence principle: exclude extraneous material (decorations, unrelated music, tangential content) to reduce cognitive load",warm air rising | cooling at altitude | condensation into droplets | cloud formation | rain falling,Show warm air rising | Air cools at altitude | Water vapor condenses | Cloud forms | Rain falls,,,
EVB-None-ELow-K-PK-CL-V1-044,Knowledge,none,elementary_low,K-PK,K-PK-CL-V1,"Generate a simple educational video for young children showing basic shapes: circle, square, and triangle. Use minimal visual complexity — plain colored shapes on a white background with clear outlines and no overlapping or cluttered elements.","Low visual complexity: simple shapes, plain background, clear outlines, no clutter",circle | square | triangle | white background | clear outlines,Show circle on plain background | Show square on plain background | Show triangle on plain background,,,
EVB-None-EHigh-K-PK-CTML-TC-045,Knowledge,none,elementary_high,K-PK,K-PK-CTML-TC,"Generate an educational video explaining the water cycle for upper elementary students. Apply the temporal contiguity principle: when showing evaporation, display the animation of water rising AND the narration text 'Water evaporates from the surface' simultaneously, not sequentially.","Temporal contiguity: corresponding narration/text and animation should appear at the same time, not sequentially",evaporation animation with simultaneous text | condensation animation with simultaneous text | precipitation animation with simultaneous text,Show evaporation with text simultaneously | Show condensation with text simultaneously | Show precipitation with text simultaneously,,,
EVB-None-EHigh-K-PK-CTML-SE-046,Knowledge,none,elementary_high,K-PK,K-PK-CTML-SE,"Generate an educational video about the digestive system for upper elementary students. Apply the segmenting principle: break the content into three clear segments — (1) mouth and esophagus, (2) stomach, (3) intestines — with a brief pause or visual transition between each segment.",Segmenting principle: complex content should be broken into learner-paced or clearly delineated segments with pauses between them,segment 1: mouth and esophagus | transition marker | segment 2: stomach | transition marker | segment 3: intestines,Present mouth and esophagus segment | Pause or transition | Present stomach segment | Pause or transition | Present intestines segment,,,
EVB-None-EHigh-K-PK-CL-V2-047,Knowledge,none,elementary_high,K-PK,K-PK-CL-V2,"Generate an educational video about photosynthesis for upper elementary students. Keep on-screen text minimal: use no more than 8 words per text element, with a maximum of 2 text elements visible at any time, to maintain low text density.","Low text density: maximum 8 words per text element, no more than 2 simultaneous text elements on screen",short text labels | plant diagram | sunlight arrow | CO₂ and O₂ labels | minimal text per frame,Show plant with brief label | Add sunlight with short description | Show CO₂ entering with label | Show O₂ exiting with label,,,
EVB-None-EHigh-K-PK-VD-TN-048,Knowledge,none,elementary_high,K-PK,K-PK-VD-TN,"Generate an educational video about the rock cycle (igneous, sedimentary, metamorphic) for upper elementary students. Use smooth, natural transitions between stages — dissolve or fade transitions rather than abrupt jump cuts — to maintain visual continuity.","Natural transitions (dissolves, fades) between scenes maintain visual continuity and reduce cognitive disruption",igneous rock scene | smooth transition | sedimentary rock scene | smooth transition | metamorphic rock scene,Show igneous rock formation | Smooth dissolve transition | Show sedimentary process | Smooth dissolve transition | Show metamorphic transformation,,,
EVB-None-Mid-K-PK-CTML-MO-049,Knowledge,none,middle,K-PK,K-PK-CTML-MO,"Generate an educational video explaining Newton's three laws of motion for middle school students. Apply the modality principle: present explanations as spoken narration (audio) alongside animations rather than as on-screen text alongside animations, to leverage dual-channel processing.",Modality principle: present words as narration (audio) rather than on-screen text when accompanying visual animations to reduce visual channel overload,First law animation (object in motion) | Second law animation (F=ma) | Third law animation (action-reaction) | narration indicator rather than text blocks,Animate first law with narration | Animate second law with narration | Animate third law with narration,,,
EVB-None-Mid-K-PK-CL-V3-050,Knowledge,none,middle,K-PK,K-PK-CL-V3,"Generate an educational video about the layers of the Earth (crust, mantle, outer core, inner core) for middle school students. Limit scene changes to no more than 4 total across the video — one per Earth layer — to maintain cognitive stability and reduce extraneous processing.",Limiting scene changes to one per major concept reduces cognitive load from extraneous processing of visual transitions,Earth cross-section | crust layer | mantle layer | outer core layer | inner core layer | minimal scene changes,Show crust (scene 1) | Transition to mantle (scene 2) | Transition to outer core (scene 3) | Transition to inner core (scene 4),,,
EVB-None-Mid-K-PK-VD-PA-051,Knowledge,none,middle,K-PK,K-PK-VD-PA,"Generate an educational video about the phases of the Moon (new moon, waxing crescent, first quarter, waxing gibbous, full moon, waning gibbous, third quarter, waning crescent) for middle school students. Maintain a steady, moderate pace — approximately 1 phase every 1 second — neither too fast nor too slow.",Moderate pacing allows sufficient processing time per concept without causing boredom; approximately 1 phase per second for 8 phases,eight moon phases in sequence | labels for each phase | consistent timing between phases,Show new moon (1 sec) | Show waxing crescent (1 sec) | Continue through all 8 phases at steady pace,,,
EVB-None-Mid-K-PK-VD-RD-052,Knowledge,none,middle,K-PK,K-PK-VD-RD,"Generate an educational video about the periodic table for middle school students. All text (element symbols, group labels, period numbers) must be rendered at high resolution and remain clearly readable at standard viewing size — minimum 16pt equivalent font with high contrast against the background.","High resolution and readability: text must be large enough to read, high contrast, no blurring or pixelation",periodic table | clear element symbols | readable group/period numbers | high contrast text,Display periodic table | Show clearly readable element symbols | Ensure all text is legible,,,
EVB-None-High-K-PK-CL-A1-053,Knowledge,none,high,K-PK,K-PK-CL-A1,"Generate an educational video explaining the process of cellular respiration (glycolysis, Krebs cycle, electron transport chain) for high school students. If narration is included, maintain a moderate speech rate of approximately 150 words per minute — fast enough to maintain engagement but slow enough for comprehension.",Moderate speech rate (~150 wpm) balances engagement and comprehension for high school content,glycolysis diagram | Krebs cycle diagram | electron transport chain diagram | narration pacing indicator,Explain glycolysis at moderate pace | Explain Krebs cycle at moderate pace | Explain electron transport chain at moderate pace,,,
EVB-None-High-K-PK-CL-X1-054,Knowledge,none,high,K-PK,K-PK-CL-X1,"Generate an educational video about DNA replication for high school students. Avoid redundancy: do NOT display on-screen text that is identical to the narration. Instead, use complementary visuals (DNA helicase animation, replication fork diagram) while narration provides the verbal explanation.",Redundancy principle: avoid presenting identical information in both text and narration; use visuals to complement narration instead,DNA double helix | helicase unwinding | replication fork | new strand synthesis | complementary visuals (not text copies of narration),Show DNA helix with narration | Animate helicase with narration | Show replication fork with narration | Animate new strand synthesis,,,
EVB-None-High-K-PK-VD-TI-055,Knowledge,none,high,K-PK,K-PK-VD-TI,"Generate an educational video showing the process of mitosis (prophase, metaphase, anaphase, telophase) for high school students. Maintain temporal consistency: the cell should look the same between consecutive frames, with chromosomes changing position smoothly rather than appearing or disappearing abruptly.","Temporal consistency: objects should maintain visual identity between frames with smooth, continuous changes rather than abrupt appearance/disappearance",cell membrane consistent throughout | chromosomes with smooth position changes | spindle fibers appearing gradually | no flickering or abrupt changes,Show prophase with chromosomes condensing smoothly | Transition smoothly to metaphase alignment | Smooth chromosome separation in anaphase | Gradual cell division in telophase,,,
EVB-None-High-K-PK-VD-LA-056,Knowledge,none,high,K-PK,K-PK-VD-LA,"Generate an educational video about the electromagnetic spectrum (radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, gamma rays) for high school students. Use a clean, well-organized layout: the spectrum should be displayed horizontally with clear spacing between categories, labels above, and wavelength/frequency values below.","Clean layout with horizontal spectrum, clear spacing, consistent label positioning, and organized information hierarchy",horizontal spectrum bar | seven labeled regions | wavelength values below | frequency values | consistent spacing and alignment,Display horizontal spectrum | Label each region above | Add wavelength/frequency below | Maintain clear spacing throughout,,,
EVB-None-Col-K-PK-CL-X2-057,Knowledge,none,college,K-PK,K-PK-CL-X2,"Generate an educational video about enzyme kinetics (Michaelis-Menten model) for college students. Minimize concurrent elements: when explaining the Vmax concept, show only the saturation curve and Vmax line — do not simultaneously display the Km derivation, the Lineweaver-Burk plot, and inhibition diagrams.",Minimize concurrent elements: present one concept at a time rather than showing multiple diagrams simultaneously to reduce cognitive overload,Michaelis-Menten curve (shown alone) | Vmax asymptote (added separately) | Km point (shown when relevant) | sequential rather than simultaneous presentation,Show substrate concentration vs. reaction rate curve | Add Vmax line separately | Later show Km on the curve | Present Lineweaver-Burk only after basic curve is understood,,,
EVB-None-Col-K-PK-VD-AVS-058,Knowledge,none,college,K-PK,K-PK-VD-AVS,"Generate an educational video about action potential propagation along a neuron for college students. Ensure audio-visual synchrony: when the narration says 'sodium channels open,' the animation should show sodium channels opening at exactly that moment, not before or after.",Audio-visual synchrony: narration events must align temporally with corresponding visual events within 200ms,neuron diagram | sodium channels opening animation synced with narration | potassium channels closing animation synced | action potential wave synchronized,Narrate 'resting potential' while showing resting state | Narrate 'sodium channels open' while animating channel opening | Narrate 'depolarization' while showing voltage change | Narrate 'repolarization' while showing recovery,,,
EVB-None-Col-K-PK-VD-DA-059,Knowledge,none,college,K-PK,K-PK-VD-DA,Generate an educational video explaining the Hardy-Weinberg equilibrium principle (p² + 2pq + q² = 1) for college genetics students. The video should be approximately 8 seconds long — sufficient to introduce the concept and formula but not so long as to include unnecessary detail.,Appropriate duration: 8 seconds is sufficient to present a single concept (Hardy-Weinberg formula and its meaning) without padding,Hardy-Weinberg equation | p and q definitions | genotype frequency diagram | concise presentation,Define p and q as allele frequencies | Present p² + 2pq + q² = 1 | Show genotype frequency interpretation | Conclude within 8 seconds,,,
EVB-None-Col-K-PK-VD-TR-060,Knowledge,none,college,K-PK,K-PK-VD-TR,"Generate an educational video about the Navier-Stokes equations for college fluid dynamics students. All mathematical text must be rendered clearly: the partial differential equation symbols (partial derivatives, nabla operator, Greek letters like rho and mu) must be sharp, correctly formatted, and free of rendering artifacts.","Clean text rendering: mathematical symbols, Greek letters, and special notation must be sharp, correctly formatted, and artifact-free","Navier-Stokes equation | partial derivative symbols | nabla operator | Greek letters (rho, mu) | clean rendering",Display Navier-Stokes equation | Show clearly rendered partial derivatives | Display Greek letters without artifacts | Ensure all mathematical notation is readable,,,
EVB-Art-Mid-K-CK-F-093,Knowledge,arts,middle,K-CK,K-CK-F,"Generate an educational video showing the dimensions and markings of a standard basketball court: the court is 28 meters long and 15 meters wide, with a center circle, three-point line (6.75m from the basket), free throw line (4.6m from the backboard), and the key (painted area). Label each marking clearly.","Basketball court: 28m x 15m, center circle, three-point line at 6.75m, free throw line at 4.6m, key/painted area",rectangular court 28x15m | center circle | three-point arc | free throw line | key/painted area | two baskets,,,,
EVB-Art-High-K-CK-P-094,Knowledge,arts,high,K-CK,K-CK-P,"Generate an educational video demonstrating the correct sequence of a proper warm-up routine before exercise: (1) light cardio such as jogging in place for 2 minutes, (2) dynamic stretching including arm circles, leg swings, and torso twists, (3) sport-specific movements. Show each phase clearly labeled with timing.","Warm-up sequence: (1) light cardio 2 min, (2) dynamic stretching (arm circles, leg swings, torso twists), (3) sport-specific movements",jogging in place | arm circles | leg swings | torso twists | sport-specific drills | phase labels,,,,
EVB-Info-ELow-K-CK-F-097,Knowledge,informatics,elementary_low,K-CK,K-CK-F,"Generate an educational video showing the basic parts of a computer for young children: the monitor (shows pictures and text), keyboard (for typing), mouse (for clicking and pointing), and the computer case (the brain of the computer). Label each part clearly with large, colorful text.","Four basic computer parts: monitor, keyboard, mouse, computer case (CPU)",monitor with screen | keyboard | mouse | computer case/tower | clear labels for each part,,,,
EVB-Info-EHigh-K-CK-F-098,Knowledge,informatics,elementary_high,K-CK,K-CK-F,"Generate an educational video showing the standard flowchart symbols used in programming: oval (start/end), rectangle (process/action), diamond (decision/yes-no question), parallelogram (input/output), and arrows (flow direction). Display each symbol with its name and purpose labeled clearly.","Five standard flowchart symbols: oval=start/end, rectangle=process, diamond=decision, parallelogram=input/output, arrows=flow",oval shape | rectangle shape | diamond shape | parallelogram shape | arrows connecting symbols | labels with names and purposes,,,,
EVB-Info-Mid-K-CK-F-099,Knowledge,informatics,middle,K-CK,K-CK-F,"Generate an educational video explaining binary number conversion: show how the decimal number 13 is converted to binary (1101) by repeatedly dividing by 2 and recording remainders. Display the step-by-step division process (13÷2=6 R1, 6÷2=3 R0, 3÷2=1 R1, 1÷2=0 R1) and read the remainders bottom-to-top to get 1101.","Decimal 13 = Binary 1101, shown via repeated division by 2",division steps | remainders highlighted | bottom-to-top reading | final binary result 1101,,,,
EVB-Info-High-K-CK-F-100,Knowledge,informatics,high,K-CK,K-CK-F,"Generate an educational video showing the three basic logic gates in digital circuits: AND gate (output is 1 only when both inputs are 1), OR gate (output is 1 when at least one input is 1), and NOT gate (output is the inverse of the input). Display each gate's symbol, truth table, and a simple circuit diagram.","Three logic gates: AND (both=1→1), OR (any=1→1), NOT (inverse). Each with symbol, truth table, circuit diagram.",AND gate symbol | OR gate symbol | NOT gate symbol | truth tables for each | circuit diagrams,,,,
EVB-Info-Col-K-CK-P-101,Knowledge,informatics,college,K-CK,K-CK-P,"Generate an educational video demonstrating the bubble sort algorithm step by step on the array [5, 3, 8, 1, 2]. Show each pass through the array: compare adjacent elements, swap if out of order, highlight the comparison pair, and show the array state after each pass until fully sorted [1, 2, 3, 5, 8].","Bubble sort on [5,3,8,1,2]: Pass 1→[3,5,1,2,8], Pass 2→[3,1,2,5,8], Pass 3→[1,2,3,5,8]. Final: [1,2,3,5,8]",array visualization | comparison pair highlighting | swap animation | pass-by-pass progression | sorted result,,,,
EVB-Info-High-K-CK-R-102,Knowledge,informatics,high,K-CK,K-CK-R,"Generate an educational video explaining why binary search is faster than linear search. Show both algorithms searching for the number 7 in a sorted array [1, 3, 5, 7, 9, 11, 13, 15]. Linear search checks each element one by one (8 elements = up to 8 checks). Binary search repeatedly halves the array (check middle, eliminate half) and finds 7 in just 3 steps. Explain that binary search is O(log n) while linear search is O(n).",Binary search O(log n) is faster than linear search O(n) because it halves the search space each step,sorted array | linear search stepping through each element | binary search halving | comparison count | Big-O notation,,,,
EVB-Info-Mid-K-CK-C-103,Knowledge,informatics,middle,K-CK,K-CK-C,"Generate an educational video explaining the four pillars of computational thinking: (1) Decomposition — breaking a complex problem into smaller parts, (2) Pattern Recognition — finding similarities or trends, (3) Abstraction — focusing on important details while ignoring irrelevant ones, (4) Algorithm Design — creating step-by-step solutions. Use a real-world example like planning a school event to illustrate each pillar.","Four CT pillars: decomposition, pattern recognition, abstraction, algorithm design — illustrated with a real-world example",four pillars labeled | decomposition example | pattern recognition example | abstraction example | algorithm design example | real-world context,,,,
EVB-Info-Col-K-PK-CTML-104,Knowledge,informatics,college,K-PK,K-PK-CTML,"Generate an educational video teaching the concept of recursion in programming using the factorial function. Apply multimedia learning principles: use signaling to highlight the recursive call, spatial contiguity to place the code next to its visual execution trace, and segmenting to break down each recursive step (5! = 5×4! → 4×3! → 3×2! → 2×1! → 1). Show the call stack building up and unwinding.","Recursion via factorial with CTML principles applied: signaling, spatial contiguity, segmenting, with call stack visualization",factorial code | recursive call highlighting | execution trace beside code | call stack visualization | step-by-step breakdown,,,,
EVB-Sci-High-S-PF-V1-001,Skills,science,high,S-PF,S-PF-V1,"Generate a video visualizing electron orbital arrangement inside an atom. Show the nucleus at the center with protons and neutrons, then depict s, p, and d orbitals as probability clouds at different energy levels. Electrons should appear as moving points within their respective orbital shapes, with each shell clearly labeled (1s, 2s, 2p, etc.).",Accurate depiction of atomic electron orbitals with correct shapes and energy level ordering,central nucleus with protons and neutrons | s-orbital as spherical cloud | p-orbitals as dumbbell shapes along x/y/z axes | d-orbitals with clover-leaf geometry | electron probability density visualization | energy level labels,Show nucleus structure | Display 1s orbital | Build up to 2s and 2p orbitals | Show electron filling order | Label each orbital and energy level,,,
EVB-Math-ELow-S-PF-V2-002,Skills,math,elementary_low,S-PF,S-PF-V2,"Generate a video visually showing fraction addition 1/2 + 1/4 using area models. Start with two identical rectangular bars. Shade 1/2 of the first bar and 1/4 of the second bar. Then show the first bar being divided into fourths to create a common denominator, revealing that 1/2 equals 2/4. Combine the shaded regions to show the result is 3/4.","1/2 + 1/4 = 3/4, demonstrated through area model visualization",two identical rectangular bars | 1/2 shaded region | 1/4 shaded region | subdivision into fourths | combined shaded area showing 3/4 | fraction labels,Display two identical bars | Shade 1/2 of first bar | Shade 1/4 of second bar | Subdivide first bar into fourths | Show equivalence 1/2 = 2/4 | Combine to show 2/4 + 1/4 = 3/4,,,
EVB-Sci-EHigh-S-PF-V3-003,Skills,science,elementary_high,S-PF,S-PF-V3,"Generate a video showing the complete metamorphosis of a butterfly: a caterpillar feeding on leaves, then forming a chrysalis (pupa), and finally emerging as an adult butterfly with fully expanded wings. Show the temporal progression with each stage clearly visible and labeled.","Complete butterfly metamorphosis shown in four stages: egg, larva (caterpillar), pupa (chrysalis), adult butterfly",caterpillar on leaf | silk thread attachment | chrysalis formation | chrysalis hanging from branch | butterfly emerging | wings expanding and drying | stage labels,Caterpillar feeds on leaves | Caterpillar attaches to branch | Chrysalis/pupa forms around caterpillar | Time passes showing transformation | Adult butterfly emerges from chrysalis | Wings expand and dry,,,
EVB-Sci-Col-S-PF-V4-004,Skills,science,college,S-PF,S-PF-V4,"Generate a video showing a rotating DNA double helix structure in 3D. Display the sugar-phosphate backbone as two spiraling ribbons, with complementary base pairs (adenine-thymine and guanine-cytosine) connecting the strands as horizontal rungs. The helix should rotate slowly to reveal the major and minor grooves, with color-coded nucleotide bases.",Accurate 3D rotating DNA double helix with correct structural features,two antiparallel sugar-phosphate backbone strands | A-T base pairs with two hydrogen bonds | G-C base pairs with three hydrogen bonds | major groove | minor groove | right-handed helix | color-coded bases,Show double helix from side view | Rotate to reveal 3D structure | Highlight base pair connections | Show major and minor groove difference | Display color-coded nucleotide labels,,,
EVB-Sci-Mid-S-PF-C1-005,Skills,science,middle,S-PF,S-PF-C1,"Generate a video showing an active volcano crater with lava activity. Depict glowing red-orange magma bubbling and flowing inside the crater, volcanic gases rising as steam plumes, and solidified lava formations along the crater rim. Include a wide establishing shot transitioning to a closer view of the lava surface.",Realistic volcanic crater scene demonstrating magma behavior and volcanic activity,volcanic crater from above | glowing red-orange magma | bubbling lava surface | steam and gas plumes | solidified lava on crater walls | volcanic rocks and ash,Wide shot of volcanic landscape | Zoom into crater opening | Show bubbling magma in crater | Depict gas and steam emissions | Show lava flow patterns,,,
EVB-Math-High-S-PF-C2-006,Skills,math,high,S-PF,S-PF-C2,"Generate a video showing a real-life application of the Pythagorean theorem in a construction setting. A builder uses a measuring tape to check that a wall corner forms a right angle by measuring 3 feet along one wall, 4 feet along the other, and verifying the diagonal is exactly 5 feet. Show the triangle overlay with labeled measurements a=3, b=4, c=5 and the equation 3 squared + 4 squared = 5 squared.",Pythagorean theorem (a^2 + b^2 = c^2) applied in construction using 3-4-5 triangle,"construction site or building corner | measuring tape | right angle at wall corner | triangle overlay with sides labeled 3, 4, 5 | equation display: 9 + 16 = 25",Show construction setting with wall corner | Measure 3 feet along one wall | Measure 4 feet along perpendicular wall | Measure diagonal as 5 feet | Overlay right triangle with labels | Display Pythagorean equation,,,
EVB-Soc-Mid-S-PF-C3-007,Skills,social,middle,S-PF,S-PF-C3,"Generate a video depicting a historical civil service examination hall in imperial China. Show rows of small individual examination cubicles, candidates writing with brush and ink, proctors patrolling the aisles, and scrolls of Confucian texts on the desks. The scene should convey the serious, high-stakes atmosphere of the keju examination system.",Historically contextualized scene of the imperial Chinese civil service examination system,examination hall with rows of cubicles | candidates in traditional clothing | brush and ink writing implements | Confucian text scrolls | patrolling proctors | traditional Chinese architecture,Establish historical examination hall setting | Show individual cubicles with candidates | Depict writing with brush and ink | Show proctors monitoring | Convey the formal atmosphere,,,
EVB-Sci-Col-S-PF-C4-008,Skills,science,college,S-PF,S-PF-C4,"Generate a video showing a modern surgical operating room environment. Depict a sterile operating room with surgical lights overhead, a patient on the operating table covered in sterile drapes, a surgical team wearing gowns, gloves and masks, and an anesthesia monitoring station displaying vital signs. Show the team performing a coordinated procedure.",Realistic workplace environment of a surgical operating room for medical education,operating room with overhead surgical lights | sterile drapes on patient | surgical team in full PPE | surgical instruments on tray | anesthesia monitoring equipment | vital signs display,Establish sterile operating room environment | Show surgical team in position | Display monitoring equipment with vital signs | Depict coordinated surgical activity | Show instrument handling procedures,,,
EVB-Sci-ELow-S-PF-M1-009,Skills,science,elementary_low,S-PF,S-PF-M1,"Generate a video that opens with the curiosity-provoking question 'Why does water boil at 100 degrees Celsius?' displayed as animated text. Show a pot of water on a stove gradually heating up, with bubbles forming at the bottom and rising to the surface. Include a thermometer showing the temperature climbing from room temperature to 100 degrees Celsius, with a dramatic visual moment when boiling begins.",Curiosity-driven opening about water boiling point with engaging visual demonstration,animated question text | pot of water on heat source | thermometer with rising temperature | small bubbles forming at bottom | vigorous boiling at 100C | steam rising,Display curiosity question as animated text | Show pot of calm water | Heat source activates | Thermometer shows rising temperature | Small bubbles appear | Full boiling at 100C with steam,,,
EVB-Math-EHigh-S-PF-M2-010,Skills,math,elementary_high,S-PF,S-PF-M2,"Generate a video showing what coding and computational thinking can create. Begin with a child typing simple code on a computer, then show the results: an animated game character jumping across platforms, a colorful fractal pattern being generated, and a simple robot following programmed commands. End with text reading 'You can build all of this with math and code.'",Motivational video demonstrating the creative power of coding and mathematical thinking,child at computer typing code | animated game character | colorful fractal pattern | robot following commands | motivational closing text,Show child writing code | Transition to game character animation | Display fractal pattern generation | Show robot executing commands | Display motivational closing message,,,
EVB-Soc-High-S-PF-M3-011,Skills,social,high,S-PF,S-PF-M3,"Generate a video presenting the plastic pollution crisis as a motivating problem situation. Show pristine ocean footage transitioning to scenes of plastic debris floating on the surface, marine animals entangled in plastic waste, and a beach covered with microplastic particles. Include text overlays with statistics such as '8 million tons of plastic enter the ocean every year' to provoke urgency and concern.",Problem-situation video about plastic pollution designed to motivate environmental awareness,pristine ocean scene | floating plastic debris | entangled marine life | microplastic-covered beach | statistical text overlays | contrast between clean and polluted scenes,Open with beautiful ocean footage | Transition to plastic debris on water | Show impact on marine animals | Display microplastics on beach | Overlay pollution statistics | Create sense of urgency,,,
EVB-Art-Mid-S-PF-M4-012,Skills,arts,middle,S-PF,S-PF-M4,"Generate a video showing young scientists conducting research in a modern laboratory to serve as an inspirational role model clip. Depict a diverse group of young researchers (varied genders and ethnicities) working together: examining samples under microscopes, recording data on tablets, discussing results around a whiteboard, and celebrating a successful experiment with excited expressions.",Inspirational role model video showing diverse young scientists engaged in research,modern laboratory setting | diverse young researchers | microscopes and lab equipment | data recording on tablets | whiteboard discussion | collaborative celebration,Show modern lab environment | Introduce diverse young researchers | Depict hands-on research activities | Show collaborative discussion | Celebrate successful results,,,
EVB-Sci-High-S-PF-D1-013,Skills,science,high,S-PF,S-PF-D1,"Generate a video demonstrating the water electrolysis experiment step-by-step. Show: (1) filling a beaker with water and adding a small amount of sodium hydroxide as electrolyte, (2) placing two electrodes connected to a DC power supply into the water, (3) turning on the power supply, (4) gas bubbles forming at both electrodes — hydrogen at the cathode and oxygen at the anode, (5) collecting the gases in inverted test tubes, with hydrogen producing twice the volume of oxygen.",Step-by-step demonstration of water electrolysis: 2H2O -> 2H2 + O2,beaker with water and electrolyte | two electrodes | DC power supply | gas bubbles at electrodes | inverted collection tubes | 2:1 hydrogen to oxygen volume ratio | step number labels,Prepare water with electrolyte | Insert electrodes | Connect to DC power supply | Turn on power and observe bubbles | Collect gases in inverted tubes | Compare gas volumes (H2 is 2x O2),,,
EVB-Math-Mid-S-PF-D2-014,Skills,math,middle,S-PF,S-PF-D2,"Generate a video demonstrating step-by-step solving of a system of linear equations: x + y = 5 and 2x - y = 1. Show: (1) writing both equations, (2) using the addition/elimination method by adding the two equations to eliminate y, (3) obtaining 3x = 6, (4) solving x = 2, (5) substituting x = 2 back into the first equation to find y = 3, (6) verifying the solution (2, 3) in both original equations.","x = 2, y = 3 solved by elimination method",two equations written clearly | addition of equations shown | simplified equation 3x = 6 | solution x = 2 | substitution step | verification in both equations | step labels,"Write both equations | Add equations to eliminate y | Simplify to 3x = 6 | Solve for x = 2 | Substitute x = 2 into x + y = 5 | Find y = 3 | Verify (2, 3) satisfies both equations",,,
EVB-Art-EHigh-S-PF-D3-015,Skills,arts,elementary_high,S-PF,S-PF-D3,"Generate a video demonstrating a watercolor gradient technique (also called a wash). Show a hand holding a watercolor brush, wetting the paper first, then loading the brush with concentrated blue pigment and applying a stroke at the top of the paper. Demonstrate adding more water with each successive stroke moving downward, creating a smooth gradient from dark blue at the top to very light blue at the bottom.",Watercolor gradient wash technique from dark to light,watercolor brush | wet paper surface | concentrated blue pigment | horizontal brush strokes | gradual color transition | dark top to light bottom gradient,Wet the paper surface | Load brush with concentrated pigment | Apply first dark stroke at top | Add water to dilute | Apply successive lighter strokes moving down | Achieve smooth dark-to-light gradient,,,
EVB-Sci-ELow-S-PF-D4-016,Skills,science,elementary_low,S-PF,S-PF-D4,"Generate a video demonstrating how to operate a light microscope step-by-step. Show: (1) placing the microscope on a flat surface and plugging in the light, (2) placing a prepared slide on the stage and securing it with clips, (3) starting with the lowest magnification objective lens (4x), (4) using the coarse focus knob to bring the specimen into rough focus, (5) switching to a higher magnification (10x) and using the fine focus knob, (6) observing the specimen clearly in the eyepiece.",Step-by-step light microscope operation procedure,light microscope on flat surface | prepared slide on stage | stage clips | objective lens turret | coarse focus knob | fine focus knob | eyepiece view of specimen,Set up microscope on flat surface | Turn on light source | Place slide on stage with clips | Start at lowest magnification (4x) | Use coarse focus knob | Switch to higher magnification (10x) | Use fine focus knob for sharp image,,,
EVB-Soc-ELow-S-PF-V1-017,Skills,social,elementary_low,S-PF,S-PF-V1,"Generate a video visualizing the water cycle at a microscopic level, showing individual water molecules evaporating from a lake surface, rising as vapor, clustering together to form cloud droplets through condensation, and then falling back to the ground as rain. Use a zoom-in effect to show the molecular-level activity within the larger water cycle.",Microscopic visualization of water molecules during the water cycle,lake surface | individual water molecules | evaporation with rising molecules | condensation into cloud droplets | molecular clustering | rain falling back to surface,Show lake surface at macro level | Zoom into molecular level | Depict water molecules evaporating | Show molecules rising as vapor | Molecules condense into droplets in clouds | Rain falls back to surface,,,
EVB-Art-High-S-PF-C2-018,Skills,arts,high,S-PF,S-PF-C2,"Generate a video showing a real-life application of the golden ratio in architecture and art. Display the Parthenon facade with a golden rectangle overlay showing how its proportions approximate 1:1.618, then transition to a nautilus shell spiral with a golden spiral overlaid, and finally show a painter composing a canvas using golden ratio guidelines to place the focal point.","Real-world applications of the golden ratio (1:1.618) in architecture, nature, and art composition",Parthenon facade | golden rectangle overlay | ratio annotation 1:1.618 | nautilus shell | golden spiral overlay | painter composing with golden guidelines,Show Parthenon with golden rectangle overlay | Label the ratio 1:1.618 | Transition to nautilus shell with spiral | Show painter using golden ratio for composition | Highlight the focal point placement,,,
EVB-Math-Col-S-PF-M3-019,Skills,math,college,S-PF,S-PF-M3,"Generate a video presenting the problem situation of exponential growth in epidemiology. Start with a single infected individual on a map, show that person infecting two others, each of those infecting two more, and so on. Display an exponential growth curve graph alongside the spreading animation, with the equation N(t) = N0 * 2^t shown. Overlay text: 'After 10 generations, 1 becomes 1024. How do we model and predict this?'","Problem-situation framing of exponential growth in disease spreading, motivating mathematical modeling",map with spreading infection dots | branching tree of infections | exponential growth curve graph | equation N(t) = N0 * 2^t | text overlay with 1024 statistic,Show single infected individual | Demonstrate 1->2->4->8 branching | Display exponential curve growing | Show equation N(t) = N0 * 2^t | Overlay motivating question about modeling,,,
